TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-22 01:06:16,1771722376477,portfoliosantossergio.vercel.app/es,GET,,200,mf7x6-1771722376477-a169f7b8dcca,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.7559.132 Mobile Safari/537.36 (compatible; GoogleOther)",,production,main,HIT,middleware,/_middleware,portfoliosantossergio.vercel.app,portfoliosantossergio-q9330e7fl-sergios-projects-72ebb38b.vercel.app,dpl_4KQBqE32dNqZNufDVTvr7VimadQT,8,iad1,239,2048,,prj_nuwDPd5rky2AmbtYpP1bm6scEyBw,,,01KJ1E419533NZ0AE9M34ADXD5,d5TdRODksdz3,1
2026-02-22 01:06:16,1771722376477,portfoliosantossergio.vercel.app/es,GET,,200,mf7x6-1771722376477-a169f7b8dcca,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.7559.132 Mobile Safari/537.36 (compatible; GoogleOther)",,production,main,HIT,static,/es,portfoliosantossergio.vercel.app,portfoliosantossergio-q9330e7fl-sergios-projects-72ebb38b.vercel.app,dpl_4KQBqE32dNqZNufDVTvr7VimadQT,258,iad1,,,,prj_nuwDPd5rky2AmbtYpP1bm6scEyBw,,,,,
2026-02-22 01:06:14,1771722374738,portfoliosantossergio.vercel.app/robots.txt,GET,,200,fb5r8-1771722374738-a1f7a18863f6,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,production,main,HIT,middleware,/_middleware,portfoliosantossergio.vercel.app,portfoliosantossergio-q9330e7fl-sergios-projects-72ebb38b.vercel.app,dpl_4KQBqE32dNqZNufDVTvr7VimadQT,355,iad1,237,2048,,prj_nuwDPd5rky2AmbtYpP1bm6scEyBw,,,01KJ1E3ZKN4QD0A9A5DAKDJ2F6,d5TdRODksdz3,1
2026-02-22 01:06:14,1771722374738,portfoliosantossergio.vercel.app/robots.txt,GET,,200,fb5r8-1771722374738-a1f7a18863f6,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,production,main,HIT,static,/robots.txt,portfoliosantossergio.vercel.app,portfoliosantossergio-q9330e7fl-sergios-projects-72ebb38b.vercel.app,dpl_4KQBqE32dNqZNufDVTvr7VimadQT,687,iad1,,,,prj_nuwDPd5rky2AmbtYpP1bm6scEyBw,,,,,
